LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
POL,EDUTRY,25_34_MEN,PC_AGE,A,2016,33.870968,
POL,EDUTRY,25_34_MEN,PC_AGE,A,2017,33.785271,
POL,EDUTRY,25_34_MEN,PC_AGE,A,2018,33.825756,
POL,EDUTRY,25_34_WOMEN,PC_AGE,A,2015,52.783966,
POL,EDUTRY,25_34_WOMEN,PC_AGE,A,2016,53.551296,
POL,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,53.719326,
POL,EDUTRY,25_34_WOMEN,PC_AGE,A,2018,53.663368,
POL,EDUTRY,55_64_MEN,PC_AGE,A,2015,12.156407,
POL,EDUTRY,55_64_MEN,PC_AGE,A,2016,12.093576,
POL,EDUTRY,55_64_MEN,PC_AGE,A,2017,12.894098,
POL,EDUTRY,55_64_MEN,PC_AGE,A,2018,12.758906,
POL,EDUTRY,55_64_WOMEN,PC_AGE,A,2015,14.899515,
POL,EDUTRY,55_64_WOMEN,PC_AGE,A,2016,15.499467,
POL,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,17.103348,
POL,EDUTRY,55_64_WOMEN,PC_AGE,A,2018,17.627245,
PRT,EDUTRY,25_34_MEN,PC_AGE,A,2015,25.419878,
PRT,EDUTRY,25_34_MEN,PC_AGE,A,2016,26.873711,
PRT,EDUTRY,25_34_MEN,PC_AGE,A,2017,25.582279,
PRT,EDUTRY,25_34_MEN,PC_AGE,A,2018,25.723314,
PRT,EDUTRY,25_34_WOMEN,PC_AGE,A,2015,40.619209,
PRT,EDUTRY,25_34_WOMEN,PC_AGE,A,2016,42.855698,
PRT,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,42.264629,
PRT,EDUTRY,25_34_WOMEN,PC_AGE,A,2018,44.25161,
PRT,EDUTRY,55_64_MEN,PC_AGE,A,2015,11.627037,
PRT,EDUTRY,55_64_MEN,PC_AGE,A,2016,11.679885,
PRT,EDUTRY,55_64_MEN,PC_AGE,A,2017,11.506812,
PRT,EDUTRY,55_64_MEN,PC_AGE,A,2018,11.890877,
PRT,EDUTRY,55_64_WOMEN,PC_AGE,A,2015,13.954796,
PRT,EDUTRY,55_64_WOMEN,PC_AGE,A,2016,14.447331,
PRT,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,14.71885,
PRT,EDUTRY,55_64_WOMEN,PC_AGE,A,2018,16.242765,
SVK,EDUTRY,25_34_MEN,PC_AGE,A,2015,23.460257,
SVK,EDUTRY,25_34_MEN,PC_AGE,A,2016,25.682783,
SVK,EDUTRY,25_34_MEN,PC_AGE,A,2017,27.231159,
SVK,EDUTRY,25_34_MEN,PC_AGE,A,2018,29.962803,
SVK,EDUTRY,25_34_WOMEN,PC_AGE,A,2015,39.54351,
SVK,EDUTRY,25_34_WOMEN,PC_AGE,A,2016,41.422634,
SVK,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,43.26701,
SVK,EDUTRY,25_34_WOMEN,PC_AGE,A,2018,44.776665,
SVK,EDUTRY,55_64_MEN,PC_AGE,A,2015,15.184932,
SVK,EDUTRY,55_64_MEN,PC_AGE,A,2016,16.006721,
SVK,EDUTRY,55_64_MEN,PC_AGE,A,2017,16.902061,
SVK,EDUTRY,55_64_MEN,PC_AGE,A,2018,15.995269,
SVK,EDUTRY,55_64_WOMEN,PC_AGE,A,2015,11.771562,
SVK,EDUTRY,55_64_WOMEN,PC_AGE,A,2016,11.999271,
SVK,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,14.684527,
SVK,EDUTRY,55_64_WOMEN,PC_AGE,A,2018,15.213073,
ESP,EDUTRY,25_34_MEN,PC_AGE,A,2015,34.895836,
ESP,EDUTRY,25_34_MEN,PC_AGE,A,2016,34.964149,
ESP,EDUTRY,25_34_MEN,PC_AGE,A,2017,36.455181,
ESP,EDUTRY,25_34_MEN,PC_AGE,A,2018,38.390041,
ESP,EDUTRY,25_34_WOMEN,PC_AGE,A,2015,47.006115,
ESP,EDUTRY,25_34_WOMEN,PC_AGE,A,2016,46.955589,
ESP,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,48.791534,
ESP,EDUTRY,25_34_WOMEN,PC_AGE,A,2018,50.102829,
ESP,EDUTRY,55_64_MEN,PC_AGE,A,2015,25.712437,
ESP,EDUTRY,55_64_MEN,PC_AGE,A,2016,24.803646,
ESP,EDUTRY,55_64_MEN,PC_AGE,A,2017,25.320992,
ESP,EDUTRY,55_64_MEN,PC_AGE,A,2018,26.217663,
ESP,EDUTRY,55_64_WOMEN,PC_AGE,A,2015,20.025761,
ESP,EDUTRY,55_64_WOMEN,PC_AGE,A,2016,21.707693,
ESP,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,23.069948,
ESP,EDUTRY,55_64_WOMEN,PC_AGE,A,2018,24.025379,
SWE,EDUTRY,25_34_MEN,PC_AGE,A,2015,38.802761,
SWE,EDUTRY,25_34_MEN,PC_AGE,A,2016,39.489223,
SWE,EDUTRY,25_34_MEN,PC_AGE,A,2017,40.406929,
SWE,EDUTRY,25_34_MEN,PC_AGE,A,2018,40.484299,
SWE,EDUTRY,25_34_WOMEN,PC_AGE,A,2015,54.387379,
SWE,EDUTRY,25_34_WOMEN,PC_AGE,A,2016,55.361866,
SWE,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,54.770424,
SWE,EDUTRY,25_34_WOMEN,PC_AGE,A,2018,54.923016,
SWE,EDUTRY,55_64_MEN,PC_AGE,A,2015,23.865429,
SWE,EDUTRY,55_64_MEN,PC_AGE,A,2016,24.886404,
SWE,EDUTRY,55_64_MEN,PC_AGE,A,2017,25.228992,
SWE,EDUTRY,55_64_MEN,PC_AGE,A,2018,26.387457,
SWE,EDUTRY,55_64_WOMEN,PC_AGE,A,2015,35.957634,
SWE,EDUTRY,55_64_WOMEN,PC_AGE,A,2016,36.744759,
SWE,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,37.040993,
SWE,EDUTRY,55_64_WOMEN,PC_AGE,A,2018,38.847195,
CHE,EDUTRY,25_34_MEN,PC_AGE,A,2015,44.711441,
CHE,EDUTRY,25_34_MEN,PC_AGE,A,2016,48.757362,
CHE,EDUTRY,25_34_MEN,PC_AGE,A,2017,49.306881,
CHE,EDUTRY,25_34_MEN,PC_AGE,A,2018,48.8242,
CHE,EDUTRY,25_34_WOMEN,PC_AGE,A,2015,48.339283,
CHE,EDUTRY,25_34_WOMEN,PC_AGE,A,2016,48.935406,
CHE,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,51.008404,
CHE,EDUTRY,25_34_WOMEN,PC_AGE,A,2018,53.683342,
CHE,EDUTRY,55_64_MEN,PC_AGE,A,2015,38.683048,
CHE,EDUTRY,55_64_MEN,PC_AGE,A,2016,39.983116,
CHE,EDUTRY,55_64_MEN,PC_AGE,A,2017,40.780769,
CHE,EDUTRY,55_64_MEN,PC_AGE,A,2018,41.80386,
CHE,EDUTRY,55_64_WOMEN,PC_AGE,A,2015,22.475048,
CHE,EDUTRY,55_64_WOMEN,PC_AGE,A,2016,23.235647,
CHE,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,23.901373,
CHE,EDUTRY,55_64_WOMEN,PC_AGE,A,2018,25.343945,
TUR,EDUTRY,25_34_MEN,PC_AGE,A,2015,27.800226,
TUR,EDUTRY,25_34_MEN,PC_AGE,A,2016,30.595919,
TUR,EDUTRY,25_34_MEN,PC_AGE,A,2017,31.39535,
TUR,EDUTRY,25_34_MEN,PC_AGE,A,2018,32.705959,
TUR,EDUTRY,25_34_WOMEN,PC_AGE,A,2015,27.218328,
TUR,EDUTRY,25_34_WOMEN,PC_AGE,A,2016,30.310303,
TUR,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,31.791609,
TUR,EDUTRY,25_34_WOMEN,PC_AGE,A,2018,33.876781,
TUR,EDUTRY,55_64_MEN,PC_AGE,A,2015,12.408059,
TUR,EDUTRY,55_64_MEN,PC_AGE,A,2016,12.427125,
TUR,EDUTRY,55_64_MEN,PC_AGE,A,2017,11.799237,
TUR,EDUTRY,55_64_MEN,PC_AGE,A,2018,11.980785,
TUR,EDUTRY,55_64_WOMEN,PC_AGE,A,2015,7.4280806,
TUR,EDUTRY,55_64_WOMEN,PC_AGE,A,2016,7.2206535,
TUR,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,7.1374621,
TUR,EDUTRY,55_64_WOMEN,PC_AGE,A,2018,7.5391183,
GBR,EDUTRY,25_34_MEN,PC_AGE,A,2015,47.563984,
GBR,EDUTRY,25_34_MEN,PC_AGE,A,2016,50.463406,
GBR,EDUTRY,25_34_MEN,PC_AGE,A,2017,49.625187,
GBR,EDUTRY,25_34_MEN,PC_AGE,A,2018,47.5956,
GBR,EDUTRY,25_34_WOMEN,PC_AGE,A,2015,52.303894,
GBR,EDUTRY,25_34_WOMEN,PC_AGE,A,2016,53.084339,
GBR,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,53.631168,
GBR,EDUTRY,25_34_WOMEN,PC_AGE,A,2018,53.887444,
GBR,EDUTRY,55_64_MEN,PC_AGE,A,2015,37.425922,
GBR,EDUTRY,55_64_MEN,PC_AGE,A,2016,38.792221,
GBR,EDUTRY,55_64_MEN,PC_AGE,A,2017,37.072495,
GBR,EDUTRY,55_64_MEN,PC_AGE,A,2018,36.233902,
GBR,EDUTRY,55_64_WOMEN,PC_AGE,A,2015,35.319256,
GBR,EDUTRY,55_64_WOMEN,PC_AGE,A,2016,36.333485,
GBR,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,36.773117,
GBR,EDUTRY,55_64_WOMEN,PC_AGE,A,2018,36.994377,
USA,EDUTRY,25_34_MEN,PC_AGE,A,2015,42.339211,
USA,EDUTRY,25_34_MEN,PC_AGE,A,2016,43.488136,
USA,EDUTRY,25_34_MEN,PC_AGE,A,2017,43.284161,
USA,EDUTRY,25_34_MEN,PC_AGE,A,2018,44.695847,
USA,EDUTRY,25_34_WOMEN,PC_AGE,A,2015,50.666828,
USA,EDUTRY,25_34_WOMEN,PC_AGE,A,2016,51.542049,
USA,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,52.228119,
USA,EDUTRY,25_34_WOMEN,PC_AGE,A,2018,54.077866,
USA,EDUTRY,55_64_MEN,PC_AGE,A,2015,40.716343,
USA,EDUTRY,55_64_MEN,PC_AGE,A,2016,40.98801,
USA,EDUTRY,55_64_MEN,PC_AGE,A,2017,40.775661,
USA,EDUTRY,55_64_MEN,PC_AGE,A,2018,41.647774,
USA,EDUTRY,55_64_WOMEN,PC_AGE,A,2015,42.10799,
USA,EDUTRY,55_64_WOMEN,PC_AGE,A,2016,42.775101,
USA,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,43.185989,
USA,EDUTRY,55_64_WOMEN,PC_AGE,A,2018,43.546761,
ARG,EDUTRY,25_34_MEN,PC_AGE,A,2017,14.833221,
ARG,EDUTRY,25_34_MEN,PC_AGE,A,2018,34.270885,
ARG,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,21.919725,
ARG,EDUTRY,25_34_WOMEN,PC_AGE,A,2018,45.451786,
ARG,EDUTRY,55_64_MEN,PC_AGE,A,2017,19.279295,
ARG,EDUTRY,55_64_MEN,PC_AGE,A,2018,27.709393,
ARG,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,23.402481,
ARG,EDUTRY,55_64_WOMEN,PC_AGE,A,2018,30.88472,
BRA,EDUTRY,25_34_MEN,PC_AGE,A,2015,13.585521,
BRA,EDUTRY,25_34_MEN,PC_AGE,A,2016,16.399757,
BRA,EDUTRY,25_34_MEN,PC_AGE,A,2017,16.212769,
BRA,EDUTRY,25_34_WOMEN,PC_AGE,A,2015,19.5411,
BRA,EDUTRY,25_34_WOMEN,PC_AGE,A,2016,22.85742,
BRA,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,22.782978,
BRA,EDUTRY,55_64_MEN,PC_AGE,A,2015,10.805393,
BRA,EDUTRY,55_64_MEN,PC_AGE,A,2016,12.84665,
BRA,EDUTRY,55_64_MEN,PC_AGE,A,2017,12.711094,
BRA,EDUTRY,55_64_WOMEN,PC_AGE,A,2015,12.092324,
BRA,EDUTRY,55_64_WOMEN,PC_AGE,A,2016,14.485666,
BRA,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,14.590419,
CHL,EDUTRY,25_34_MEN,PC_AGE,A,2015,28.252195,
CHL,EDUTRY,25_34_MEN,PC_AGE,A,2017,30.30407,
CHL,EDUTRY,25_34_WOMEN,PC_AGE,A,2015,31.385794,
CHL,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,36.947353,
CHL,EDUTRY,55_64_MEN,PC_AGE,A,2015,16.125546,
CHL,EDUTRY,55_64_MEN,PC_AGE,A,2017,16.544479,
CHL,EDUTRY,55_64_WOMEN,PC_AGE,A,2015,15.157792,
CHL,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,15.567773,
COL,EDUTRY,25_34_MEN,PC_AGE,A,2015,23.737947,
COL,EDUTRY,25_34_MEN,PC_AGE,A,2016,24.568928,
COL,EDUTRY,25_34_MEN,PC_AGE,A,2017,24.494473,
COL,EDUTRY,25_34_MEN,PC_AGE,A,2018,24.737486,
COL,EDUTRY,25_34_WOMEN,PC_AGE,A,2015,31.033789,
COL,EDUTRY,25_34_WOMEN,PC_AGE,A,2016,31.45447,
COL,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,31.621038,
COL,EDUTRY,25_34_WOMEN,PC_AGE,A,2018,33.087116,
COL,EDUTRY,55_64_MEN,PC_AGE,A,2015,15.451492,
COL,EDUTRY,55_64_MEN,PC_AGE,A,2016,15.20825,
COL,EDUTRY,55_64_MEN,PC_AGE,A,2017,14.977263,
COL,EDUTRY,55_64_MEN,PC_AGE,A,2018,15.76186,
COL,EDUTRY,55_64_WOMEN,PC_AGE,A,2015,14.193647,
COL,EDUTRY,55_64_WOMEN,PC_AGE,A,2016,14.522258,
COL,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,14.376122,
COL,EDUTRY,55_64_WOMEN,PC_AGE,A,2018,15.143928,
CRI,EDUTRY,25_34_MEN,PC_AGE,A,2015,25.91518,
CRI,EDUTRY,25_34_MEN,PC_AGE,A,2016,24.495363,
CRI,EDUTRY,25_34_MEN,PC_AGE,A,2017,24.225754,
CRI,EDUTRY,25_34_MEN,PC_AGE,A,2018,24.681227,
CRI,EDUTRY,25_34_WOMEN,PC_AGE,A,2015,30.952087,
CRI,EDUTRY,25_34_WOMEN,PC_AGE,A,2016,33.368996,
CRI,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,31.982597,
CRI,EDUTRY,25_34_WOMEN,PC_AGE,A,2018,31.225775,
CRI,EDUTRY,55_64_MEN,PC_AGE,A,2015,22.019159,
CRI,EDUTRY,55_64_MEN,PC_AGE,A,2016,21.263729,
CRI,EDUTRY,55_64_MEN,PC_AGE,A,2017,19.981247,
CRI,EDUTRY,55_64_MEN,PC_AGE,A,2018,18.468073,
CRI,EDUTRY,55_64_WOMEN,PC_AGE,A,2015,18.608187,
CRI,EDUTRY,55_64_WOMEN,PC_AGE,A,2016,21.304062,
CRI,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,18.262661,
CRI,EDUTRY,55_64_WOMEN,PC_AGE,A,2018,17.730862,
EST,EDUTRY,25_34_MEN,PC_AGE,A,2015,30.701208,
EST,EDUTRY,25_34_MEN,PC_AGE,A,2016,31.924709,
EST,EDUTRY,25_34_MEN,PC_AGE,A,2017,33.998188,
EST,EDUTRY,25_34_MEN,PC_AGE,A,2018,34.154892,
EST,EDUTRY,25_34_WOMEN,PC_AGE,A,2015,50.96386,
EST,EDUTRY,25_34_WOMEN,PC_AGE,A,2016,50.893799,
EST,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,52.836788,
EST,EDUTRY,25_34_WOMEN,PC_AGE,A,2018,53.976891,
EST,EDUTRY,55_64_MEN,PC_AGE,A,2015,27.747494,
EST,EDUTRY,55_64_MEN,PC_AGE,A,2016,25.815125,
EST,EDUTRY,55_64_MEN,PC_AGE,A,2017,27.441233,
EST,EDUTRY,55_64_MEN,PC_AGE,A,2018,28.001137,
EST,EDUTRY,55_64_WOMEN,PC_AGE,A,2015,41.599087,
EST,EDUTRY,55_64_WOMEN,PC_AGE,A,2016,44.484772,
EST,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,43.754898,
EST,EDUTRY,55_64_WOMEN,PC_AGE,A,2018,46.4757,
IDN,EDUTRY,25_34_MEN,PC_AGE,A,2015,12.505861,
IDN,EDUTRY,25_34_MEN,PC_AGE,A,2016,13.499408,
IDN,EDUTRY,25_34_MEN,PC_AGE,A,2017,14.419459,
IDN,EDUTRY,25_34_WOMEN,PC_AGE,A,2015,14.9617,
IDN,EDUTRY,25_34_WOMEN,PC_AGE,A,2016,16.636263,
IDN,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,17.803345,
IDN,EDUTRY,55_64_MEN,PC_AGE,A,2015,7.6660237,
IDN,EDUTRY,55_64_MEN,PC_AGE,A,2016,8.3113565,
IDN,EDUTRY,55_64_MEN,PC_AGE,A,2017,8.6506348,
IDN,EDUTRY,55_64_WOMEN,PC_AGE,A,2015,4.8509822,
IDN,EDUTRY,55_64_WOMEN,PC_AGE,A,2016,5.1362967,
IDN,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,5.7551827,
ISR,EDUTRY,25_34_MEN,PC_AGE,A,2015,36.208138,
ISR,EDUTRY,25_34_MEN,PC_AGE,A,2016,38.179321,
ISR,EDUTRY,25_34_MEN,PC_AGE,A,2017,38.140614,
ISR,EDUTRY,25_34_WOMEN,PC_AGE,A,2015,55.562275,
ISR,EDUTRY,25_34_WOMEN,PC_AGE,A,2016,56.627678,
ISR,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,57.830025,
ISR,EDUTRY,55_64_MEN,PC_AGE,A,2015,46.223766,
ISR,EDUTRY,55_64_MEN,PC_AGE,A,2016,45.917419,
ISR,EDUTRY,55_64_MEN,PC_AGE,A,2017,46.658871,
ISR,EDUTRY,55_64_WOMEN,PC_AGE,A,2015,48.180527,
ISR,EDUTRY,55_64_WOMEN,PC_AGE,A,2016,49.250195,
ISR,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,49.540703,
LVA,EDUTRY,25_34_MEN,PC_AGE,A,2015,25.992546,
LVA,EDUTRY,25_34_MEN,PC_AGE,A,2016,30.109747,
LVA,EDUTRY,25_34_MEN,PC_AGE,A,2017,29.772301,
LVA,EDUTRY,25_34_MEN,PC_AGE,A,2018,30.008625,
LVA,EDUTRY,25_34_WOMEN,PC_AGE,A,2015,54.350147,
LVA,EDUTRY,25_34_WOMEN,PC_AGE,A,2016,54.583336,
LVA,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,53.908867,
LVA,EDUTRY,25_34_WOMEN,PC_AGE,A,2018,53.783482,
LVA,EDUTRY,55_64_MEN,PC_AGE,A,2015,20.838478,
LVA,EDUTRY,55_64_MEN,PC_AGE,A,2016,20.534487,
LVA,EDUTRY,55_64_MEN,PC_AGE,A,2017,21.985149,
LVA,EDUTRY,55_64_MEN,PC_AGE,A,2018,20.499758,
LVA,EDUTRY,55_64_WOMEN,PC_AGE,A,2015,27.754908,
LVA,EDUTRY,55_64_WOMEN,PC_AGE,A,2016,32.049805,
LVA,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,31.151505,
LVA,EDUTRY,55_64_WOMEN,PC_AGE,A,2018,30.163712,
LTU,EDUTRY,25_34_MEN,PC_AGE,A,2015,45.04705,
LTU,EDUTRY,25_34_MEN,PC_AGE,A,2016,44.19096,
LTU,EDUTRY,25_34_MEN,PC_AGE,A,2017,46.176331,
LTU,EDUTRY,25_34_MEN,PC_AGE,A,2018,46.562782,
LTU,EDUTRY,25_34_WOMEN,PC_AGE,A,2015,64.908134,
LTU,EDUTRY,25_34_WOMEN,PC_AGE,A,2016,66.132767,
LTU,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,65.60405,
LTU,EDUTRY,25_34_WOMEN,PC_AGE,A,2018,65.24353,
LTU,EDUTRY,55_64_MEN,PC_AGE,A,2015,24.083473,
LTU,EDUTRY,55_64_MEN,PC_AGE,A,2016,23.527922,
LTU,EDUTRY,55_64_MEN,PC_AGE,A,2017,22.154461,
LTU,EDUTRY,55_64_MEN,PC_AGE,A,2018,23.284945,
LTU,EDUTRY,55_64_WOMEN,PC_AGE,A,2015,33.83633,
LTU,EDUTRY,55_64_WOMEN,PC_AGE,A,2016,36.362591,
LTU,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,35.274055,
LTU,EDUTRY,55_64_WOMEN,PC_AGE,A,2018,35.575073,
RUS,EDUTRY,25_34_MEN,PC_AGE,A,2015,48.809124,
RUS,EDUTRY,25_34_MEN,PC_AGE,A,2016,50.480164,
RUS,EDUTRY,25_34_MEN,PC_AGE,A,2017,55.966721,
RUS,EDUTRY,25_34_WOMEN,PC_AGE,A,2015,63.700974,
RUS,EDUTRY,25_34_WOMEN,PC_AGE,A,2016,64.621063,
RUS,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,69.525665,
RUS,EDUTRY,55_64_MEN,PC_AGE,A,2015,39.002609,
RUS,EDUTRY,55_64_MEN,PC_AGE,A,2016,38.923737,
RUS,EDUTRY,55_64_MEN,PC_AGE,A,2017,42.942158,
RUS,EDUTRY,55_64_WOMEN,PC_AGE,A,2015,53.8423,
RUS,EDUTRY,55_64_WOMEN,PC_AGE,A,2016,54.03574,
RUS,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,56.433414,
SVN,EDUTRY,25_34_MEN,PC_AGE,A,2015,30.335545,
SVN,EDUTRY,25_34_MEN,PC_AGE,A,2016,31.913054,
SVN,EDUTRY,25_34_MEN,PC_AGE,A,2017,33.08186,
SVN,EDUTRY,25_34_MEN,PC_AGE,A,2018,29.832224,
SVN,EDUTRY,25_34_WOMEN,PC_AGE,A,2015,52.673042,
SVN,EDUTRY,25_34_WOMEN,PC_AGE,A,2016,54.93259,
SVN,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,56.348812,
SVN,EDUTRY,25_34_WOMEN,PC_AGE,A,2018,53.045414,
SVN,EDUTRY,55_64_MEN,PC_AGE,A,2015,15.844979,
SVN,EDUTRY,55_64_MEN,PC_AGE,A,2016,16.838604,
SVN,EDUTRY,55_64_MEN,PC_AGE,A,2017,18.393322,
SVN,EDUTRY,55_64_MEN,PC_AGE,A,2018,18.598213,
SVN,EDUTRY,55_64_WOMEN,PC_AGE,A,2015,21.945326,
SVN,EDUTRY,55_64_WOMEN,PC_AGE,A,2016,21.422758,
SVN,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,20.951571,
SVN,EDUTRY,55_64_WOMEN,PC_AGE,A,2018,23.596767,
ZAF,EDUTRY,25_34_MEN,PC_AGE,A,2015,4.8759804,
ZAF,EDUTRY,25_34_MEN,PC_AGE,A,2016,4.8876872,
ZAF,EDUTRY,25_34_MEN,PC_AGE,A,2017,5.4983587,
ZAF,EDUTRY,25_34_MEN,PC_AGE,A,2018,4.9468474,
ZAF,EDUTRY,25_34_WOMEN,PC_AGE,A,2015,5.973403,
ZAF,EDUTRY,25_34_WOMEN,PC_AGE,A,2016,5.9403815,
ZAF,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,6.5359545,
ZAF,EDUTRY,25_34_WOMEN,PC_AGE,A,2018,6.2140484,
ZAF,EDUTRY,55_64_MEN,PC_AGE,A,2015,9.0974731,
ZAF,EDUTRY,55_64_MEN,PC_AGE,A,2016,9.4167252,
ZAF,EDUTRY,55_64_MEN,PC_AGE,A,2017,9.8751278,
ZAF,EDUTRY,55_64_MEN,PC_AGE,A,2018,9.9235039,
ZAF,EDUTRY,55_64_WOMEN,PC_AGE,A,2015,7.0939641,
ZAF,EDUTRY,55_64_WOMEN,PC_AGE,A,2016,8.3874779,
ZAF,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,7.8862786,
ZAF,EDUTRY,55_64_WOMEN,PC_AGE,A,2018,8.4783831,
OAVG,EDUTRY,25_34_MEN,PC_AGE,A,2015,36.192359,
OAVG,EDUTRY,25_34_MEN,PC_AGE,A,2016,37.130005,
OAVG,EDUTRY,25_34_MEN,PC_AGE,A,2017,37.824708,
OAVG,EDUTRY,25_34_MEN,PC_AGE,A,2018,38.500549,
OAVG,EDUTRY,25_34_WOMEN,PC_AGE,A,2015,48.289371,
OAVG,EDUTRY,25_34_WOMEN,PC_AGE,A,2016,48.984107,
OAVG,EDUTRY,25_34_WOMEN,PC_AGE,A,2017,49.799037,
OAVG,EDUTRY,25_34_WOMEN,PC_AGE,A,2018,50.843791,
OAVG,EDUTRY,55_64_MEN,PC_AGE,A,2015,25.95982,
OAVG,EDUTRY,55_64_MEN,PC_AGE,A,2016,26.285208,
OAVG,EDUTRY,55_64_MEN,PC_AGE,A,2017,26.300326,
OAVG,EDUTRY,55_64_MEN,PC_AGE,A,2018,26.537559,
OAVG,EDUTRY,55_64_WOMEN,PC_AGE,A,2015,25.401621,
OAVG,EDUTRY,55_64_WOMEN,PC_AGE,A,2016,26.223235,
OAVG,EDUTRY,55_64_WOMEN,PC_AGE,A,2017,26.688046,
OAVG,EDUTRY,55_64_WOMEN,PC_AGE,A,2018,27.524738,
